God names,WtbD(Words to be defined)
"Nara-Napsara -  etymology: Unknown, meaning: Unknown","niĝin-ĝar shrine (Niŋinŋar) 𒌋𒌓𒆤𒃻/𒌋𒌓𒆤𒃻𒊏𒆤 possible logographic meaning, logographically composed of the signs:Niŋin""fetus""-ŋar """"to put, place, lay down; to place on, put on; to encrust, mount with; to give in place of something, replace; to plate; to posit (math.); to supply; to remove; to put aside, discard; to settle, fall (as the opposite of zig ⟦rise⟧)"""
"Ninzu-ana 𒀭 𒊩𒌆 𒍪 𒀭 𒈾 𒊩/𒀭𒅎𒍪 𒀭 𒈾 𒊩-  etymology: Sumerian, possibly Old Babylonian meaning: Unknown, possibly written as “Mistress/Lady Who Knows Heaven” or “Knower of the Storm of Heaven”
","lilis-drums 𒇷𒇷𒀊/𒇷𒇷𒀊𒌓𒅗𒁇 possible logographic meaning, logographically composed of the signs: li ""Juniper/To be Rich""-es""Shrine/Sanctuary""- zabar 𒌓𒅗𒁇""bronze; arrowhead; weapon; metal mirror; measuring vessel made of bronze; a metal bowl; (to be) shiny; (to be) bright, pure"""
"Ninisina 𒀭𒊩𒌆𒂡𒈾/𒀭𒊩𒌆𒂡𒆠𒈾-  etymology: Sumerian, meaning: ""Lady/Mistress of Isin""","ub-drums 𒀛/𒀚 possible logographic meaning, logographically composed of the signs: ub5"" Unknown""/ub3 ""inner body, heart,strong, emotion, anger, rage, courage,innards) "
"Ninmarki 𒀭𒎏𒈥𒆠-  etymology: Sumerian, meaning: Unknown","meze-drums 𒈨𒍢/𒀙/𒀙𒈨𒍢𒌓𒅗𒁇 possible logographic meaning, logographically composed of the signs:me ""to be/our""- ze-""you/thou"""
"Ningubalag 𒀭𒎏𒂯/𒀭𒎏𒂡-  etymology: Sumerian, meaning: Unknown, presumed to be ""Lord of Gubalag""",
"Niniagar 𒀭𒎏 𒂍𒉌𒂶-  etymology: Sumerian meaning: ""Lady/Mistress of the House of Butter and Cream""",
"Ninehama -  etymology: Unknown, meaning: Unknown","qadishtu-priestess 𒊩𒂵𒋾𒅖𒌈 gadištum ""priestess, midwife"" possible logographic meaning, logographically composed of the signs: munus ""Female/Woman""-ga ""milk,suckiling,ti bring, to carry""-di3/ti ""rib/arrow/to approach/to live/to be alive/to revive/to dwell/to reside""- is ""Tears/Lametation/sorrow/wailing/sand dune""- tum""crossbeam"""
,"suruppu-disease (shaking/feverish chills) 𒊾/𒍝𒈹𒁲 Akk. šalgu; šurpu; šuruppû; šurīpu. possible logographic meaning, logographically composed of the signs:  šeg₉/sed₅/        seg₅(ḫalba₂) ""snow; sleet; cold weather; frost, ice; chills, shivers, cold weather; (to be) cold; burning, incineration"""
"Alamuc 𒀭𒋭-  etymology: Unknown, presumably Sumerian meaning: Unknown, written as ""The Honeyed""","E-ninnu 𒂍𒐐/𒂍𒐐𒀀 possible logographic meaning, logographically composed of the signs: ""House/Temple""-""Fifty/50"""
"Mummu 𒀭𒌣/𒀭𒈬𒌝𒈬 -  etymology: Sumerian, meaning: (𒀭𒌣)""The Clever One/Knowledgeable One"" (𒀭𒈬𒌝𒈬)""Life-Giver""","Mt Hehe (Mt Hermon)/Mount Sirion 𒆳𒌓𒈣𒀏𒆠𒋳 (šadû[mountain(s)]N erēnu[cedar]N (// kur[mountain] kur si-ra-ra = KUR e-re-ni)  possible logographic meaning, logographically composed of the signs:"
"Ummu-Hubur -  etymology: Unknown, meaning: Unknown",
"Mušḫuššu 𒈲𒍽-  etymology: Sumerian, meaning: ""Furious Serpent""","Sharur/Carur/Car-ur/Shar-ur/𒊹𒃡/𒄑𒊹𒃡/𒀭𒊹𒃡 (""Smasher of Thousands"")/A-an-kar possible logographic meaning, logographically composed of the signs: sar""three thousand six hundred (3,600)/totality, world/many""-ur"" harness/roof/to drag, spread, make baked bricks"""
"Mušmaḫḫū 𒈲𒈤-  etymology: Sumerian, meaning: ""Exalted Serpent""","Susa/Susin 𒈹𒂞/𒈹𒂞𒆠 etymologically Elamite meaning unknown possible logographic meaning, logographically composed of the signs: suh ""Crown""-sa/ses ""To anoint"""
"Bašmu 𒈲𒊮𒉣𒇬-  etymology: Sumerian, meaning: ""Venomous Serpent""","Egalmah 𒂍𒃲𒈤 ""Exalted Great House"" possible logographic meaning, logographically composed of the signs: ""House/Temple""-""Large/Big/Great""-""to be high, chief, senior, lofty, exalted, august,to be great, large, magnificent"""
"Ušumgallu 𒁔 𒃲/𒀭𒃲𒁔-  etymology: Sumerian, meaning: ""The Great Dragon""","Ekurmah 𒂍𒆳𒈤 ""Exalted Mountain House"" possible logographic meaning, logographically composed of the signs: ""House/Temple""-""Mountain""-""to be high, chief, senior, lofty, exalted, august,to be great, large, magnificent"""
"Monster-Lahamu 𒀭𒆗-  etymology: Sumerian, meaning: ""The Hair-One""","Der 𒂦𒀭𒆠 possible logographic meaning, logographically composed of the signs: bad ""Wall/Fortification""-an""Heaven/Sky""-ki""Place/Land"""
"Ugallu 𒌓𒃲𒆷-  etymology: Sumerian, meaning: ""The Big Weather Beast""",
"Uridimmu 𒌨𒅂-  etymology: Sumerian, meaning: ""The Mad Lion""","E-igi-kalama 𒂍𒅆𒌧𒈠 (Eigikalamak)possible logographic meaning, logographically composed of the signs: ""House/Temple""-igi ""first, earlier,eye,sight, vision, view
,face, countenance,front""- kalam ""the Land (of Sumer); land""- ma ""House/Temple"""
"Girtablullû 𒄈𒋰𒇽𒍇𒇻-  etymology: Sumerian, meaning: ""The Scorpion Man""","E-nimma-anku 𒂍𒉏𒈠(𒈤)𒀭𒆬(ku 𒆪/ku2 𒅥/ku3𒆬/ku4 𒆭/ku5 𒋻/ku6 𒄩 )  [𒂍𒉏𒈠Enima/𒂍𒌋𒌓𒆤𒈥(𒊏)Enimara/ 𒂍𒃻𒋼𒂗𒄭 Enitendug(𒂍𒉌𒋼𒂗𒄭)(most likely)]  possible logographic meaning, logographically composed of the signs: unclear how the name was written"
"Umū-dabrūtu 𒌓𒈪 𒁕𒀊𒊒𒋾-  etymology: Sumerian, meaning: ""Violent Storms""","E-akkil 𒀀𒂍𒃰𒋺𒋛/𒂍𒃰𒋺𒋛  possible logographic meaning, logographically composed of the signs: ""House/Temple""-gada ""Flax/Linen""-kid ""break off/Pinch off/To Cut or Fell""-si ""Horn/Finger/Fret/to fill/Alternative form of 𒋧 (sig₁₀ /⁠sig⁠/)"""
"Kulullû 𒄩𒇽𒍇𒇻-  etymology: Sumerian, meaning: ""The Fish-Man""",
"Šeg-saĝ 𒊾𒀖𒊮𒀖𒊮/𒊾𒀚𒀚-  etymology: Sumerian, meaning: ""The Six-Headed Wild Ram""","anzud bird 𒀭𒅎𒂂𒄷  possible logographic meaning, logographically composed of the signs: ""Heaven/Sky""-""Clay/Mud/Tablet/wind/Rain/Breath/Fear/Self""- dugud ""To be Heavy/To be Important""- ""Determinative for bird (used after bird names)"""
"Shedu 𒀭𒆘 -  etymology: Sumerian, meaning: exact Unknown ""Spirits""(Male)",
"Urmahlullu 𒌨𒈤𒇽𒍇-  etymology: Sumerian, meaning: exact Unknown, ""Lion-Centaur"", written as ""Elder Lion-Man Demon""","Mows-Down-a-Myriad (written as- car2-ur3-ju10) 𒊹𒃡𒈬 possible logographic meaning, logographically composed of the signs: sar ""three thousand six hundred (3,600)/totality, world/many""-ur ""harness/roof/to drag, spread, make baked bricks""- g̃u₁₀ ""My"""
"Gallu 𒋼𒇲-  etymology: Sumerian, meaning: ""Demon""","Crushes-a-Myriad (written as- car2-gaz-ju10) 𒊹𒄤𒈬 possible logographic meaning, logographically composed of the signs:"
"Kusarikku -  etymology: Sumerian, meaning: ""Bison-Man""","Fifty-Toothed-Storm (written as- ud zu2 50-ju10) 𒌓𒅗𒐐𒈬 possible logographic meaning, logographically composed of the signs: ud ""Storm""- zu ""Tooth/Mouth""- ninnu ""50"""
"Lahamu 𒀭𒆷𒄩𒈬-  etymology: Sumerian, meaning: Unknown","No-Resisting-This-Storm (written as- ud-ba-[nu-il2]-/la\-ju10) 𒌓𒁀𒉡𒅍𒆷𒈬 Udbanuila possible logographic meaning, logographically composed of the signs: ud ""Storm""-ba ""This""- nu ""No/Not""- il ""To Bear/Endure""- la ""Hang/Balance/Suspend/Display/Show/Stretch Out"""
"Lahmu 𒀭𒌓𒈬 /𒀭𒈛𒈬-  etymology: Sumerian, meaning: Unknown","agasilig axe 𒍏𒂇𒍂/𒂇𒍂 possible logographic meaning, logographically composed of the signs: giŋ 𒍏𒂆 ""Axe""/aga 𒂇 ""Tiara""-silig 𒍂 ""to cease,to be mighty, majestic,an axe"""
Slaughterer,"alkad net 𒊓𒀠𒆓/salkad possible logographic meaning, logographically composed of the signs: sa ""sinew,string,cord,net,reed bundle,bunch""- al ""mattock, hoe, pickaxe""- kad """"to tie, gather; to itch, scratch; to weave a mat?"""
Merciless,"cucgal net 𒊓𒌋𒃲/𒊓𒋙𒍑𒃲/𒊓𒋗𒍑𒃲sašušgal  possible logographic meaning, logographically composed of the signs:  sa ""sinew,string,cord,net,reed bundle,bunch""- šuš ""Alternative form of 𒁻 (sug₂ /⁠sug⁠/, “plural of 𒁺 (gub, “to stand”)”)- gal ""to be big, large, great,to be older, elder, eldest"""
Overwhelmer,"mucmah serpent 𒈲𒈤 mušmah possible logographic meaning, logographically composed of the signs: ""Snake""-""Great/Lofty/Exalted"""
Soaring,"Obliterator-of-the-Mountains (kur-ra-cu-ur3-ur3-ju10) 𒆳𒊏𒋗𒃡𒃡𒈬 Kurašuʾurur possible logographic meaning, logographically composed of the signs: ""Moutain""-""To Hit/To Beat/To Strike Down""-""Responsibilty/Hand""-""Harness/Roof/To Drag/To Spread/To make baked bricks""-ju 𒈬 ""My"""
"Dug-ga -  etymology: Unknown, possibly Sumerian meaning: Unknown, possibly ""The Good God""","The-Enemy-Cannot-Escape (erim2-a2-bi-nu-cub-/bu\-[ju10]) 𒉈𒊒𒀉𒁉𒉡𒊒𒁍𒈬  Erimabinušubu  possible logographic meaning, logographically composed of the signs: erim 𒉈𒊒""Evil/Enemy""- a 𒀉""arm,wing, side, edge (of a knife), strength, force, military force, labor, work force, work period/unit (measured in days), (point in) time, wage, hire, fee, payment, expenditure, horn, antler""- bi 𒁉""he/its (third-person non-human possessive pronoun)/this""- nu 𒉡""not""- šub 𒊒 ""to let fall, be felled, fell, to throw down/away, to forsake, abandon, dismiss, to give up, leave off, to remove from""- bu/bur 𒁍""to Howl/To Tear Out"""
"Damkina 𒀭𒁮𒆠𒈾-  etymology: Sumerian , meaning: ""Wife of the Great Prince""","Object-of-Trust (jickim-til3-ju10) 𒅆𒁾𒋾𒈬 possible logographic meaning, logographically composed of the signs: g̃eškim𒅆𒁾 ""sign, omen; trust, aid""- til 𒋾 ""complete/(to be) complete/completed""- ŋeškim til ""to trust"""
"Uras/Urash𒀭𒅁/Ninurta of Nippur/Zababa/Ningirsu/Enbilulu -  etymology: Unknown, meaning: Unknown","E-cumeca 𒂍𒋗𒈨𒁺 (Ešumeša) possible logographic meaning, logographically composed of the signs: ""Household/Estate/House/Temple""-""hand, handwriting,responsibility,pestle, muller, pounding stone- ""to be/Our""- sa4 ""(compound verb verbal element)"""
,"usium stone 𒌑𒋛𒌝/𒎎𒌑𒋛𒌝 possible logographic meaning, logographically composed of the signs: ""Pasture/Plant/Grass""-""horn/finger/fret/To Fill""- "" a Reed Rope"""
"Mami/Mammitum/Mammitu -  etymology: Unknown, meaning: Unknown, possibly ""Frost/Cold"" akkadian or ""Oath"" hattic ","nu stone  𒎎𒌑𒌑.(uʾu) Akk. šamnu/ possible logographic meaning, logographically composed of the signs: šamnum m (construct state šaman) (from Old Akkadian on) oil, fat, cream"
"Engidudu 𒀭𒂗𒁍𒆕𒆕/Ishum𒀭𒄿𒋳 /(Shu?) -  
Engidudu etymology: Sumerian, meaning:  “Lord Who Pulls/Leads and Restrains All” or “Lord who Guides All”
Ishum etymology: Sumerian, meaning: ""Slaughter in Front” or “Vanguard”
Shu etymology: Egyptian ""šw"", meaning: ""Emptiness"" or ""He who Rises Up""","Ma-kar-nun-ta-ed-a 𒄑𒈣𒋼𒀀𒉣𒋫𒌓𒁺𒀀  Makarnuntaʾea possible logographic: ""Quay from Where the Prince Travels"" meaning, logographically composed of the signs: ŋeš 𒄑 ""used before names of trees and wooden objects.""-ma 𒈣 ""boat, ship""- kar 𒋼𒀀 ""Quay/Harbor""- nun 𒉣 ""Prince/Noble/Ruler""- ta 𒋫 ""(place) from, out of/(time)  from, since/(instrumental) with, by means of/(causal) thanks to, because of""- e3/ed 𒌓𒁺 ""to leave, go out, to come, go forth, to withdraw, remove, bring out, to escape""- a 𒀀 ""water, fluid, semen, sperm, seed, offspring, child, watercourse"""
"Ninildum 𒀭𒊩𒌆𒅆𒉄𒁍-  etymology: Sumerian, meaning: “Chief Lord of Carpenters”","hirin grass/hirin-plant/girin-plants 𒌑𒆶/𒆶 possible logographic meaning, logographically composed of the signs: ""unknown, but logographically related to munus 𒊩"""
"Kunig-banda 𒀭𒆬𒄀𒌉𒁕-  etymology: Sumerian, meaning: Unknown, possibly “The Offspring/Progeny of Silver and Gold”
","gall/gal 𒃲 logographic meaning: ""Big/Great/Large/a large cup/to be older/elder/eldest/Full Grown"", logographically composed of the signs:"
"Ninagal 𒀭𒎏𒀉𒃲-  etymology: Sumerian, meaning: Unknown, possibly  “Great Lord of the Workers/Laborers” or ”Lord of the Great/Elder Laborers”
","The Kuli-ana 𒆪𒇷𒀭𒈾 (Dragonfly?)  possible logographic meaning, logographically composed of the signs: ku 𒆪 ""to place, lay, spread""- li 𒇷 ""Juniper/To Be Rich""- kuli 𒆪𒇷""Friend/colleague/Comrade"" an-na 𒀭𒈾 ""a metal (tin or lead)/Heaven"" "
"Ninamakalla -  etymology: Unknown, possibly Sumerian meaning: Unknown, possibly “Great Mistress of the Women’s Quarters”","The Strong Copper 𒍏𒁉  possible logographic meaning, logographically composed of the signs: urud 𒍏 ""Copper""-bi 𒁉 ""this"""
,"Six-headed Wild Ram 𒊾𒊕𒐋(Šeŋsaŋaš)  possible logographic meaning, logographically composed of the signs: šeg 𒊾""an animal, wild sheep or mountain goat; waters""- saŋ 𒊕 ""head*(use in this case); top; top quality; capital; person, people; slave; corpse; short side (of a field); side (math.); front; bulb (of alliums); first; first part, beginning; principal; people; former""- aš  𒐋 ""six"""
"*(most likely a location)Muhra -  etymology: Unknown, meaning: Unknown,possibly the ancient name for Yemen","*see #97 Magilum Boat 𒈣𒄄𒈝  possible logographic meaning, logographically composed of the signs:"
"the Croucher -  etymology: Unknown, meaning: Unknown","Lord Saman-ana 𒀭𒂠𒋤𒉣𒂠𒌅𒀭𒈾 possible logographic meaning, logographically composed of the signs: saman 𒂠𒋤𒉣𒂠𒌅 ""tethering rope""- an-na 𒀭𒈾 ""Heaven"""
"Shulpae/Sulpae -  etymology: Unknown, meaning: Unknown","The Bison Bull 𒄞𒄋 Gudalim possible logographic meaning, logographically composed of the signs: gud 𒄞 ""bull/ox/catlle/calf/lion""- alim 𒄋 ""Bison"""
"Gulsa -  etymology: Unknown, meaning: Unknown","The Palm-tree King 𒀭𒈗𒊷 Lugalŋešnimbarak  possible logographic meaning, logographically composed of the signs: lugal 𒈗 ""king/lord/master/owner""-g̃ešnimbar 𒊷 ""Date Palm"""
"Hapantali -  etymology: Unknown, presumbaly from Luwian ""sheep"" meaning: Unknown","The Anzud Bird- see Anzu  possible logographic meaning, logographically composed of the signs:"
"the Kotharim  -  etymology: Unknown,possibly Semetic ""ksr"" /""skilled"" meaning: Unknown","The Seven-headed Snake (𒈲𒊕𒅓 Mušsaŋimin ) possible logographic meaning, logographically composed of the signs: ""Snake""-""Head""-""Seven"""
"Radamin -  etymology: Unknown,possibly Semetic  ""רָדַם râdam"" meaning: Unknown, possibly ""The Stupefyer""","The Gypsum 𒃻𒌓𒌓𒊏 (Niŋbabbara/ Divine Name spelling of imbabbar 𒅎𒌓𒌓/𒃻𒌓𒊏/)  possible logographic meaning, logographically composed of the signs: logogram for gypsum"
"Pidraya/Pidar  -  etymology: Unknown, possibly Semetic  ""פֶּדֶר peder, peh'der"" meaning: Unknown, possibly  ""Fatty"" or ""The Fatted""","kiduru 𒆠𒀀/𒆠𒁺𒌨𒀀 [LAND] logographic meaning ""damp ground, irrigable land"", logographically composed of the signs:"
"Talaya -  etymology: Unknown, possibly Semetic meaning: Unknown, possibly ""Multicolored""","zalag stone 𒎎𒌓/𒌓 possible logographic meaning, logographically composed of the signs: ""Stone""-""White/Shining/Pure"""
"Arsiya -  etymology: Unknown, possibly Semetic meaning: Unknown, possibly ""The Builder""","corvée: a term for unpaid labor 𒅍𒄕 dupsik gur logographic meaning: ""to do corvee work (lit. to carry the basket)"", logographically composed of the signs:"
"Lotan/Shaylat -  
Lotan etymology: Unknown, possibly Semetic ""לוּט lûwṭ"" meaning: Unknown, possibly ""The One who Wraps Around""
Shaylat etymology: Unknown, possibly Semetic ""שָׁלָה shâlâh"" meaning: Unknown, possibly ""Deceiver"" or ""Soul Taker""","kugulla-bread (NINDAkugulla- lard biscuit(Hittite))  𒃻𒄩𒄢𒆷(hittite spelling) logographic meaning"" lard biscuit"", logographically composed of the signs:"
"Atik - etymology: Unknown, possibly Aramaic/Proto-Aramaic ""ק ʻattîyq"" meaning: Unknown, possibly ""Ancient One"" or ""Venerable One""","massakku-offering (mu-uš-ša-ak-ka 𒈬𒍑𒊭𒀝𒅗) possible logographic meaning, logographically composed of the signs: ""name/year""-""to be adjacent to, border on, to lean/lie against, to moor (a boat), to accompany, follow""-""(compound verb nominal element)/""The One Of""/ Alternative form of 𒀝 (ša₅ /⁠ša⁠- to snap off)""-"" to do, perform, act, to make, construct, to treat, make into, make like""-""mouth, opening, origin, beginning, inception"" {nesaŋ akk. nisakku}"
"Hashat/ Ishat  -  etymology: Unknown, possibly Semetic ""אִשָּׁה ʼishshâh"" meaning: Unknown, possibly ""The Woman"" or ""The Adultress""","kasusu-weapon 𒆁/𒆸 tukur₂/tukur Akk. gaṣaṣu; kasāsu [𒁽𒀉𒆗?] possible logographic meaning, logographically composed of the signs:""to chew, gnaw; to grind, crush; to shear, pluck wool"" [kaš𒁽  ""runner, courier; resident alien""""-usu 𒀉𒆗 ""Strength/force""]"
"El-Dhubub -  etymology: Unknown, possibly Semetic meaning: Unknown, possibly  ""Lord of the Flies""/Lord of Sickness/The Shakes and Flies""/""Lord of the Trembling Flies""","Mount Nisir/Mount Nimush (I am almost certain Nimush is a translation error. sir and mus are similar but not the same logogram and the error may be due to table damage.) (KUR-ú KUR ni-sir)𒉽𒌋𒆳𒉎𒁍/𒉽𒌋𒆳𒉌𒁍(kur₂u-kur ni-sir)possible mistranslation of inaccessible mountain/place  possible logographic meaning: , “The Strange/Hostile/Alienated/Foreign Secret Mountain” or “The Strange/Hostile/Alienated/Foreign Mountain of Secrets”
logographically composed of the signs:𒉽𒌋𒆳 KUR-ú KUR-""alternative for of Kur""/ kur- (to be) different; (to be) strange; (to be) estranged; (to be) hostile; to change, alter; to alternate (math.); to deny, dispute; to replace; to alienate; to remove, take away; to be in the future; hostile one, enemy,Mountain/Foreign Land/Netherworld/Eastener""- 𒉎 (ni₂ /ni/) ""Fear,Fearsomeness""/𒉌(ni)(Akkadogram, suffix) ""our"" -𒁍(sud₄ /suř/) ""Alternative form of 𒋤 (su₃, sud /⁠suř⁠/)""/to be distant, remote, to be long-lasting, long-lived, to extend, prolong, elongate
"
"Mot/Ghazir -  
Mot etymology: Unknown, possibly Akkadian ""𒁁 (mūtum, “death”)"", Ugaritic ""𐎎𐎚 (mt, “death”)"", Egyptian ""mt"", Phonecian ""𐤌𐤕 mūt"", Afro-Asiatic, Semetic ""מות māweṯ (mávet, “death”)"" or ""מָוֶת"", or Arabic "" موت mawt"" or  ""م و ت (m-w-t)"" meaning: ""Death""
Ghazir etymology: Unknown, possibly Semetic, or Arabic meaning: Unknown, possibly ""Forayer"",""Raider"",""Heavy"",""The Copius One"",or ""Aboundant with Water""","Lagac/Lagash 𒉢𒁓𒆷𒆠 possible logographic meaning ""Land of Albaster Pottery/wares/vessels"", logographically composed of the signs:𒉢g̃ešnu-𒁓bur-𒆷la-𒆠ki"
